Filer_ID,Filer_NamL,Rpt_ID_Num,e_filing_id,orig_e_filing_id,Rpt_Date,Amount,Exp_Date,Expn_Dscr,Supp_Opp_Cd,Cand_NamL
811267,San Diego Police Officers Assn. Political Action Committee,101218-CC,174233255,174233255,20181012,3721.0,20181012,Mailer,SUPPORT,Chris Cate
811267,San Diego Police Officers Assn. Political Action Committee,050418-AM,171387543,171387543,20180504,3763.98,20180504,Slate Mailer,SUPPORT,Antonio Martinez
811267,San Diego Police Officers Assn. Political Action Committee,050418-AM,171387543,171387543,20180504,500.0,20180504,Polling & Research,SUPPORT,Antonio Martinez
811267,San Diego Police Officers Assn. Political Action Committee,091818-LZ,173726875,173726875,20180918,5275.0,20180918,Signs,SUPPORT,Lorie Zapf
811267,San Diego Police Officers Assn. Political Action Committee,091818-LZ,173726875,173726875,20180918,2725.0,20180918,Sign Placement,SUPPORT,Lorie Zapf
811267,San Diego Police Officers Assn. Political Action Committee,100818-MC,174150146,174150146,20181008,3886.5,20181008,Mailer,SUPPORT,Myrtle Cole
811267,San Diego Police Officers Assn. Political Action Committee,050418-BG,171387901,171387901,20180504,477.6,20180504,Slate Mailer,SUPPORT,Bill Gore
811267,San Diego Police Officers Assn. Political Action Committee,050418-BG,171387901,171387901,20180504,1800.36,20180504,Slate Mailer,SUPPORT,Bill Gore
811267,San Diego Police Officers Assn. Political Action Committee,050418-BG,171387901,171387901,20180504,483.65,20180504,Slate Mailer,SUPPORT,Bill Gore
811267,San Diego Police Officers Assn. Political Action Committee,050418-BG,171387901,171387901,20180504,602.24,20180504,Slate Mailer,SUPPORT,Bill Gore
811267,San Diego Police Officers Assn. Political Action Committee,050418-BG,171387901,171387901,20180504,3000.0,20180504,Polling & Research,SUPPORT,Bill Gore
811267,San Diego Police Officers Assn. Political Action Committee,101218-AM,174233204,174233204,20181012,1316.84,20181012,Mailer,SUPPORT,Antonio Martinez
811267,San Diego Police Officers Assn. Political Action Committee,050418-HE,171387716,171387716,20180504,477.6,20180504,Slate Mailer,SUPPORT,Herbert Exarhos
811267,San Diego Police Officers Assn. Political Action Committee,050418-HE,171387716,171387716,20180504,450.09,20180504,Slate Mailer,SUPPORT,Herbert Exarhos
811267,San Diego Police Officers Assn. Political Action Committee,050418-HE,171387716,171387716,20180504,483.65,20180504,Slate Mailer,SUPPORT,Herbert Exarhos
811267,San Diego Police Officers Assn. Political Action Committee,050418-HE,171387716,171387716,20180504,602.24,20180504,Slate Mailer,SUPPORT,Herbert Exarhos
811267,San Diego Police Officers Assn. Political Action Committee,050418-CC,171387497,171387497,20180504,4836.48,20180504,Slate Mailer,SUPPORT,Chris Cate
811267,San Diego Police Officers Assn. Political Action Committee,050418-CC,171387497,171387497,20180504,500.0,20180504,Polling & Research,SUPPORT,Chris Cate
811267,San Diego Police Officers Assn. Political Action Committee,050418-SS,171388000,171388000,20180504,1910.37,20180504,Slate Mailer,SUPPORT,Summer Stephan
811267,San Diego Police Officers Assn. Political Action Committee,050418-SS,171388000,171388000,20180504,4500.91,20180504,Slate Mailer,SUPPORT,Summer Stephan
811267,San Diego Police Officers Assn. Political Action Committee,050418-SS,171388000,171388000,20180504,1934.59,20180504,Slate Mailer,SUPPORT,Summer Stephan
811267,San Diego Police Officers Assn. Political Action Committee,050418-SS,171388000,171388000,20180504,1355.01,20180504,Slate Mailer,SUPPORT,Summer Stephan
811267,San Diego Police Officers Assn. Political Action Committee,050418-SS,171388000,171388000,20180504,3000.0,20180504,Polling & Research,SUPPORT,Summer Stephan
811267,San Diego Police Officers Assn. Political Action Committee,101618-AM,174290627,174290627,20181016,7496.66,20181016,Mailer,SUPPORT,Antonio Martinez
811267,San Diego Police Officers Assn. Political Action Committee,052518-AM,171827560,171827560,20180525,7502.69,20180525,Mailer,SUPPORT,Antonio Martinez
811267,San Diego Police Officers Assn. Political Action Committee,082318-CC,173307984,173307984,20180823,2893.0,20180823,Signs,SUPPORT,Chris Cate
811267,San Diego Police Officers Assn. Political Action Committee,082318-CC,173307984,173307984,20180823,2135.0,20180823,Sign Placement,SUPPORT,Chris Cate
811267,San Diego Police Officers Assn. Political Action Committee,050418-KB,171387807,171387807,20180504,477.6,20180504,Slate Mailer,SUPPORT,Kevin Beiser
811267,San Diego Police Officers Assn. Political Action Committee,050418-KB,171387807,171387807,20180504,450.09,20180504,Slate Mailer,SUPPORT,Kevin Beiser
811267,San Diego Police Officers Assn. Political Action Committee,050418-KB,171387807,171387807,20180504,483.65,20180504,Slate Mailer,SUPPORT,Kevin Beiser
811267,San Diego Police Officers Assn. Political Action Committee,050418-KB,171387807,171387807,20180504,602.24,20180504,Slate Mailer,SUPPORT,Kevin Beiser
811267,San Diego Police Officers Assn. Political Action Committee,052518-SS,171826984,171826984,20180525,3934.61,20180525,Robocalls,SUPPORT,Summer Stephan
811267,San Diego Police Officers Assn. Political Action Committee,050418-BD,171387951,171387951,20180504,955.18,20180504,Slate Mailer,SUPPORT,Bonnie Dumanis
811267,San Diego Police Officers Assn. Political Action Committee,050418-BD,171387951,171387951,20180504,1350.28,20180504,Slate Mailer,SUPPORT,Bonnie Dumanis
811267,San Diego Police Officers Assn. Political Action Committee,050418-BD,171387951,171387951,20180504,967.3,20180504,Slate Mailer,SUPPORT,Bonnie Dumanis
811267,San Diego Police Officers Assn. Political Action Committee,051718,171653277,171653277,20180517,6699.01,20180516,Mailer,SUPPORT,Antonio Martinez
811267,San Diego Police Officers Assn. Political Action Committee,101618-MC,174289939,174289939,20181016,3723.46,20181015,Mailer,SUPPORT,Myrtle Cole
811267,San Diego Police Officers Assn. Political Action Committee,101218-LZ,174233312,174233312,20181012,3854.42,20181012,Mailer,SUPPORT,Lorie Zapf
811267,San Diego Police Officers Assn. Political Action Committee,050418-LZ,171387599,171387599,20180504,4775.95,20180504,Slate Mailer,SUPPORT,Lorie Zapf
811267,San Diego Police Officers Assn. Political Action Committee,050418-LZ,171387599,171387599,20180504,500.0,20180504,Polling & Research,SUPPORT,Lorie Zapf
811267,San Diego Police Officers Assn. Political Action Committee,050418-ED,171387857,171387857,20180504,477.6,20180504,Slate Mailer,SUPPORT,Ernest Dronenburg
811267,San Diego Police Officers Assn. Political Action Committee,050418-ED,171387857,171387857,20180504,450.09,20180504,Slate Mailer,SUPPORT,Ernest Dronenburg
811267,San Diego Police Officers Assn. Political Action Committee,050418-ED,171387857,171387857,20180504,483.65,20180504,Slate Mailer,SUPPORT,Ernest Dronenburg
811267,San Diego Police Officers Assn. Political Action Committee,050418-ED,171387857,171387857,20180504,602.24,20180504,Slate Mailer,SUPPORT,Ernest Dronenburg
